,PID,Inicio,Fin,PF,Seed
606468,R1GCA1_BOTPV,34,365,PF01156,1.0
606469,V5I5P4_BYSSN,21,351,PF01156,1.0
606470,J3NYL9_GAGT3,27,357,PF01156,1.0
606471,R8BT47_TOGMI,21,342,PF01156,1.0
606472,F9XK49_ZYMTI,35,365,PF01156,1.0
606473,N1PGY6_DOTSN,38,371,PF01156,1.0
606474,Q0CDI8_ASPTN,32,360,PF01156,1.0
606475,B8NHF4_ASPFN,27,355,PF01156,1.0
606476,S3DK06_GLAL2,32,362,PF01156,1.0
606477,G2YUC2_BOTF4,36,370,PF01156,1.0
606478,C5DB83_LACTC,21,344,PF01156,1.0
606479,YHLB_SCHPO,25,349,PF01156,1.0
606480,Q6BSS3_DEBHA,24,350,PF01156,1.0
606481,G3AZR1_CANTC,39,369,PF01156,1.0
606482,S3C654_OPHP1,20,350,PF01156,1.0
606483,F0X6P1_GROCL,20,351,PF01156,1.0
606484,K0KPD4_WICCF,19,348,PF01156,1.0
606485,A3GHB9_PICST,20,348,PF01156,1.0
606486,C5M308_CANTT,16,344,PF01156,1.0
606487,B3E022_METI4,42,369,PF01156,1.0
606488,Q029F1_SOLUE,20,336,PF01156,1.0
606489,A0A212EM36_DANPL,42,340,PF01156,1.0
606490,H9J1E3_BOMMO,18,312,PF01156,1.0
606491,A0A212F363_DANPL,13,309,PF01156,1.0
606492,H3GY73_PHYRM,1,308,PF01156,1.0
606493,K3W893_PYTUL,9,315,PF01156,1.0
606494,A0BIZ8_PARTE,352,653,PF01156,1.0
606495,A0EBD9_PARTE,27,340,PF01156,1.0
606496,A0DNS9_PARTE,23,332,PF01156,1.0
606497,J9K8F8_ACYPI,27,327,PF01156,1.0
606498,J9K1E6_ACYPI,14,312,PF01156,1.0
606499,K7J4B7_NASVI,34,332,PF01156,1.0
606500,A0A087ZSJ3_APIME,31,325,PF01156,1.0
606501,K7J9W1_NASVI,333,638,PF01156,1.0
606502,K7J9V9_NASVI,23,328,PF01156,1.0
606503,A2E1Q3_TRIVA,5,307,PF01156,1.0
606504,A2EYV3_TRIVA,1,295,PF01156,1.0
606505,A2DN71_TRIVA,1,295,PF01156,1.0
606506,I0GLA1_CALEA,3,292,PF01156,1.0
606507,A9WE72_CHLAA,6,304,PF01156,1.0
606508,A5UWK4_ROSS1,3,326,PF01156,1.0
606509,K9TNZ7_9CYAN,11,319,PF01156,1.0
606510,D4ZZZ8_ARTPN,8,316,PF01156,1.0
606511,K9UYX3_9CYAN,6,314,PF01156,1.0
606512,D8MX21_ERWBE,2,298,PF01156,1.0
606513,D6ZCQ5_SEGRD,33,375,PF01156,1.0
606514,A6X2L6_OCHA4,29,408,PF01156,1.0
606515,E1R2W1_SEDSS,43,406,PF01156,1.0
606516,D2RJG9_ACIFV,34,357,PF01156,1.0
606517,R7JDD8_9BACT,25,347,PF01156,1.0
606518,G8PQ61_PSEUV,1,300,PF01156,1.0
606519,R6A903_9FIRM,4,332,PF01156,1.0
606520,E1R934_SEDSS,4,316,PF01156,1.0
606521,R5F1T0_9CLOT,4,321,PF01156,1.0
606522,R5F5B8_9CLOT,4,320,PF01156,1.0
606523,R5F913_9CLOT,7,323,PF01156,1.0
606524,S5XZR0_PARAH,4,292,PF01156,1.0
606525,D6ZBS5_SEGRD,3,338,PF01156,1.0
606526,A0A1N3YVU7_9MYCO,2,326,PF01156,1.0
606527,Q73U84_MYCPA,2,326,PF01156,1.0
606528,F5Z3Y7_MYCSD,3,303,PF01156,1.0
606529,B2HDP4_MYCMM,2,303,PF01156,1.0
606530,O50418_MYCTU,2,295,PF01156,1.0
606531,A1T5A8_MYCVP,6,330,PF01156,1.0
606532,G8RM87_MYCRN,3,330,PF01156,1.0
606533,V5X9U1_MYCNE,8,336,PF01156,1.0
606534,A0QSW1_MYCS2,1,333,PF01156,1.0
606535,D7WDL1_9CORY,1,302,PF01156,1.0
606536,S5TI51_9CORY,4,308,PF01156,1.0
606537,W5Y7L1_9CORY,4,301,PF01156,1.0
606538,W5XP89_9CORY,3,303,PF01156,1.0
606539,Q8NLV1_CORGL,3,294,PF01156,1.0
606540,Q6NED5_CORDI,22,322,PF01156,1.0
606541,W5WNI3_9CORY,16,305,PF01156,1.0
606542,X5ED05_9CORY,12,325,PF01156,1.0
606543,B1VHS7_CORU7,6,380,PF01156,1.0
606544,F8E2U4_CORRG,4,327,PF01156,1.0
606545,Q4JXS2_CORJK,20,373,PF01156,1.0
606546,C4LKU3_CORK4,2,315,PF01156,1.0
606547,D7GFW2_PROFC,1,327,PF01156,1.0
606548,C5C9P7_MICLC,3,333,PF01156,1.0
606549,A0JVH4_ARTS2,2,326,PF01156,1.0
606550,E1W0G5_GLUAR,17,348,PF01156,1.0
606551,V9XJX6_9NOCA,1,324,PF01156,1.0
606552,H6R5T3_NOCCG,3,328,PF01156,1.0
606553,W5TI31_9NOCA,1,323,PF01156,1.0
606554,Q0S0D6_RHOJR,6,331,PF01156,1.0
606555,F6ENB7_HOYSD,3,327,PF01156,1.0
606556,E9T6D6_RHOHA,5,330,PF01156,1.0
606557,D5UPH7_TSUPD,4,331,PF01156,1.0
606558,H6N2H2_GORPV,3,327,PF01156,1.0
606559,D0LDP9_GORB4,4,328,PF01156,1.0
606560,A9WNE7_RENSM,3,328,PF01156,1.0
606561,C7MEY6_BRAFD,3,308,PF01156,1.0
606562,Q6A627_CUTAK,8,310,PF01156,1.0
606563,D3F2G0_CONWI,9,315,PF01156,1.0
606564,D3Q6W5_STANL,3,311,PF01156,1.0
606565,V6KBB5_STRRC,6,313,PF01156,1.0
606566,B5HTL8_9ACTN,6,311,PF01156,1.0
606567,Q9F2K2_STRCO,11,315,PF01156,1.0
606568,D2PZA8_KRIFD,2,309,PF01156,1.0
606569,E6SDB4_INTC7,6,316,PF01156,1.0
606570,H6RK69_BLASD,5,303,PF01156,1.0
606571,F4CKL5_PSEUX,6,304,PF01156,1.0
606572,W5WI19_9PSEU,3,303,PF01156,1.0
606573,H5X2U6_9PSEU,4,312,PF01156,1.0
606574,C7MW52_SACVD,4,311,PF01156,1.0
606575,G0FL51_AMYMS,4,309,PF01156,1.0
606576,R4T978_AMYOR,4,309,PF01156,1.0
606577,K0KD68_SACES,4,302,PF01156,1.0
606578,C6WGA5_ACTMD,4,301,PF01156,1.0
606579,Q28MA5_JANSC,3,292,PF01156,1.0
606580,Q0BSG4_GRABC,9,301,PF01156,1.0
606581,E3F348_KETVY,17,319,PF01156,1.0
606582,A9CGM4_AGRFC,1,294,PF01156,1.0
606583,B9J6P2_AGRRK,1,295,PF01156,1.0
606584,Q92VC7_RHIME,1,295,PF01156,1.0
606585,Q2K4R0_RHIEC,1,294,PF01156,1.0
606586,I3TI68_TISMK,4,325,PF01156,1.0
606587,R6PZD1_9FIRM,4,300,PF01156,1.0
606588,R5IYJ5_9FIRM,6,302,PF01156,1.0
606589,D3R0A0_MAGIU,4,301,PF01156,1.0
606590,Q897Z2_CLOTE,9,300,PF01156,1.0
606591,E0SH10_DICD3,4,295,PF01156,1.0
606592,A8ALS7_CITK8,3,294,PF01156,1.0
606593,A7MIL9_CROS8,4,295,PF01156,1.0
606594,K8E3B3_CARML,4,294,PF01156,1.0
606595,Q833M3_ENTFA,6,296,PF01156,1.0
606596,E3DNT0_HALPG,3,294,PF01156,1.0
606597,B9DU53_STRU0,3,295,PF01156,1.0
606598,G9WJ19_9LACT,1,291,PF01156,1.0
606599,Q04HC5_OENOB,1,285,PF01156,1.0
606600,G8PBA8_PEDCP,3,293,PF01156,1.0
606601,Q03DH5_PEDPA,3,293,PF01156,1.0
606602,F9UTW0_LACPL,3,293,PF01156,1.0
606603,A5VHQ0_LACRD,3,292,PF01156,1.0
606604,J9W607_LACBU,3,293,PF01156,1.0
606605,G2KU05_LACSM,2,294,PF01156,1.0
606606,Q03ZA5_LEUMM,3,294,PF01156,1.0
606607,F8HYA1_WEIKK,6,297,PF01156,1.0
606608,Q03Y16_LEUMM,3,293,PF01156,1.0
606609,G2SQV7_LACRR,3,292,PF01156,1.0
606610,G9WG80_9LACT,4,291,PF01156,1.0
606611,F2I6U7_AERUA,3,295,PF01156,1.0
606612,C8W830_ATOPD,8,303,PF01156,1.0
606613,K4ING6_BIFAP,3,295,PF01156,1.0
606614,R6QNC8_9FIRM,4,296,PF01156,1.0
606615,Q8G3I9_BIFLO,4,296,PF01156,1.0
606616,R6UQ98_9FIRM,4,296,PF01156,1.0
606617,A9KSX7_LACP7,4,296,PF01156,1.0
606618,C9ABU3_ENTCA,4,296,PF01156,1.0
606619,T0U8T9_9ENTE,4,295,PF01156,1.0
606620,F5WUG4_ERYRF,4,296,PF01156,1.0
606621,A9NE04_ACHLI,4,296,PF01156,1.0
606622,D1AXW9_STRM9,4,296,PF01156,1.0
606623,Q03HQ4_PEDPA,9,301,PF01156,1.0
606624,Q5FLF4_LACAC,4,294,PF01156,1.0
606625,Q74KF2_LACJO,4,293,PF01156,1.0
606626,D6S664_9LACO,4,296,PF01156,1.0
606627,Q1GBA7_LACDA,4,301,PF01156,1.0
606628,Q04E00_OENOB,5,297,PF01156,1.0
606629,D1AQ47_SEBTE,1,297,PF01156,1.0
606630,B0S3C0_FINM2,2,292,PF01156,1.0
606631,F2F0D4_SOLSS,12,313,PF01156,1.0
606632,R5WTG6_9FIRM,4,304,PF01156,1.0
606633,R5C090_9FIRM,4,303,PF01156,1.0
606634,R5TH69_9CLOT,4,309,PF01156,1.0
606635,R5TAB5_9CLOT,4,309,PF01156,1.0
606636,B2A8I9_NATTJ,12,314,PF01156,1.0
606637,E3H7F5_ILYPC,4,292,PF01156,1.0
606638,X4Z9P4_9BACL,4,299,PF01156,1.0
606639,D7GPW4_9FIRM,4,300,PF01156,1.0
606640,R6WJM2_9FIRM,4,300,PF01156,1.0
606641,D7BG55_MEISD,3,313,PF01156,1.0
606642,L0A415_DEIPD,2,298,PF01156,1.0
606643,D3PL85_MEIRD,3,299,PF01156,1.0
606644,Q9RXB2_DEIRA,5,304,PF01156,1.0
606645,C1CW92_DEIDV,6,303,PF01156,1.0
606646,H8GRQ2_DEIGI,6,305,PF01156,1.0
606647,Q1IXT7_DEIGD,9,306,PF01156,1.0
606648,L0A1G4_DEIPD,3,302,PF01156,1.0
606649,E8U6I9_DEIML,3,294,PF01156,1.0
606650,G4RBF2_PELHB,1,294,PF01156,1.0
606651,Q2JP17_SYNJB,2,301,PF01156,1.0
606652,K9SDA3_9CYAN,4,301,PF01156,1.0
606653,K8GDV5_9CYAN,4,302,PF01156,1.0
606654,G2J3G7_PSEUL,4,304,PF01156,1.0
606655,E3F156_KETVY,6,305,PF01156,1.0
606656,G0ACD8_COLFT,46,346,PF01156,1.0
606657,Q88K32_PSEPK,12,312,PF01156,1.0
606658,Q9I6Y9_PSEAE,40,340,PF01156,1.0
606659,Q0C5Q2_HYPNA,5,300,PF01156,1.0
606660,D9QFJ0_BRESC,4,302,PF01156,1.0
606661,C5AI19_BURGB,33,334,PF01156,1.0
606662,B4EIM7_BURCJ,39,340,PF01156,1.0
606663,G4R7H5_PELHB,3,303,PF01156,1.0
606664,K7SHT0_GLUOY,8,307,PF01156,1.0
606665,D5QC46_KOMHA,13,312,PF01156,1.0
606666,I2B8K7_SHIBC,3,302,PF01156,1.0
606667,YHD6_SCHPO,1,300,PF01156,1.0
606668,B6IUL3_RHOCS,11,311,PF01156,1.0
606669,A6X7E2_OCHA4,3,302,PF01156,1.0
606670,Q98GT0_RHILO,5,304,PF01156,1.0
606671,Q7D1K9_AGRFC,5,305,PF01156,1.0
606672,C3MF19_SINFN,5,305,PF01156,1.0
606673,B9J8C0_AGRRK,5,305,PF01156,1.0
606674,I7EKX9_PHAIB,4,304,PF01156,1.0
606675,V9VQS5_9RHOB,4,304,PF01156,1.0
606676,Q6F9V1_ACIAD,6,305,PF01156,1.0
606677,A1B973_PARDP,3,301,PF01156,1.0
606678,S5XNR9_PARAH,12,310,PF01156,1.0
606679,A8LHV3_DINSH,9,309,PF01156,1.0
606680,Q3J2B0_RHOS4,5,304,PF01156,1.0
606681,Q164F1_ROSDO,4,304,PF01156,1.0
606682,D5AU24_RHOCB,3,302,PF01156,1.0
606683,W8S947_9RHOB,3,303,PF01156,1.0
606684,M9R7Z8_9RHOB,4,304,PF01156,1.0
606685,E3EZ29_KETVY,4,305,PF01156,1.0
606686,Q6CYT2_PECAS,4,303,PF01156,1.0
606687,E0SJ99_DICD3,4,303,PF01156,1.0
606688,H2J1F7_RAHAC,3,302,PF01156,1.0
606689,Q6CYT1_PECAS,4,304,PF01156,1.0
606690,H2J1F8_RAHAC,4,304,PF01156,1.0
606691,E0SJ98_DICD3,4,304,PF01156,1.0
606692,C5CJ35_KOSOT,3,297,PF01156,1.0
606693,F7YTQ9_9THEM,1,295,PF01156,1.0
606694,A8F5Z9_PSELT,1,295,PF01156,1.0
606695,M9LUE2_PSEA3,56,508,PF01156,1.0
606696,M7X3C1_RHOT1,78,434,PF01156,1.0
606697,M5BX86_THACB,8,336,PF01156,1.0
606698,G4T5K6_SERID,4,342,PF01156,1.0
606699,S8DRW8_FOMPI,1,339,PF01156,1.0
606700,D8PQZ7_SCHCM,3,338,PF01156,1.0
606701,A8NZ17_COPC7,1,355,PF01156,1.0
606702,V2XQN4_MONRO,1,336,PF01156,1.0
606703,Q6C307_YARLI,2,328,PF01156,1.0
606704,S8AMZ8_DACHA,6,331,PF01156,1.0
606705,G1X628_ARTOA,6,327,PF01156,1.0
606706,D5G9H1_TUBMM,6,325,PF01156,1.0
606707,U4L5X3_PYROM,7,327,PF01156,1.0
606708,B6Q6H5_TALMQ,6,353,PF01156,1.0
606709,A1CRB5_ASPCL,9,356,PF01156,1.0
606710,A2RAU1_ASPNC,9,356,PF01156,1.0
606711,Q0CTA7_ASPTN,9,341,PF01156,1.0
606712,B8NRU2_ASPFN,9,356,PF01156,1.0
606713,S7ZC64_PENO1,1,344,PF01156,1.0
606714,B6HCU6_PENRW,11,359,PF01156,1.0
606715,V5I3M6_BYSSN,10,358,PF01156,1.0
606716,C0NUE4_AJECG,16,373,PF01156,1.0
606717,C1G3A8_PARBD,19,371,PF01156,1.0
606718,E5QYG1_ARTGP,12,367,PF01156,1.0
606719,J3KCE2_COCIM,12,361,PF01156,1.0
606720,U1HNW0_ENDPU,11,351,PF01156,1.0
606721,S3D6W9_GLAL2,5,349,PF01156,1.0
606722,E4ZKF0_LEPMJ,11,356,PF01156,1.0
606723,E3RYT2_PYRTT,8,352,PF01156,1.0
606724,R0J072_SETT2,8,352,PF01156,1.0
606725,M2U999_COCH5,8,355,PF01156,1.0
606726,M2NMY9_BAUCO,7,361,PF01156,1.0
606727,F9XA87_ZYMTI,7,367,PF01156,1.0
606728,N1QMQ9_SPHMS,10,384,PF01156,1.0
606729,N1Q779_PSEFD,12,355,PF01156,1.0
606730,L8G686_PSED2,7,356,PF01156,1.0
606731,G4MNZ6_MAGO7,6,361,PF01156,1.0
606732,A0A0C4E2F1_MAGP6,8,368,PF01156,1.0
606733,F0XD22_GROCL,6,363,PF01156,1.0
606734,S3D1F3_OPHP1,5,368,PF01156,1.0
606735,U7PLG0_SPOS1,8,384,PF01156,1.0
606736,J5K347_BEAB2,6,367,PF01156,1.0
606737,F9F727_FUSOF,6,356,PF01156,1.0
606738,M1VX38_CLAP2,14,365,PF01156,1.0
606739,E9E631_METAQ,7,358,PF01156,1.0
606740,G9NHB6_HYPAI,6,358,PF01156,1.0
606741,T0L8P0_COLGC,11,366,PF01156,1.0
606742,C9SHT4_VERA1,9,360,PF01156,1.0
606743,G2X2X1_VERDV,9,364,PF01156,1.0
606744,M7SDH0_EUTLA,5,370,PF01156,1.0
606745,Q7SDE3_NEUCR,9,375,PF01156,1.0
606746,G2R4A9_THITE,6,376,PF01156,1.0
606747,B2AY89_PODAN,6,367,PF01156,1.0
606748,S3CI75_GLAL2,6,361,PF01156,1.0
606749,K1WSN1_MARBU,4,353,PF01156,1.0
606750,G2YLG8_BOTF4,11,352,PF01156,1.0
606751,W1QIV5_OGAPD,2,308,PF01156,1.0
606752,K0KQU4_WICCF,6,313,PF01156,1.0
606753,G8JU75_ERECY,6,320,PF01156,1.0
606754,C5DLR5_LACTC,12,328,PF01156,1.0
606755,Q753R0_ASHGO,9,319,PF01156,1.0
606756,Q6FUL2_CANGA,6,322,PF01156,1.0
606757,I2H2T7_TETBL,12,334,PF01156,1.0
606758,G8BTS6_TETPH,6,320,PF01156,1.0
606759,A7TSC4_VANPO,6,321,PF01156,1.0
606760,G8ZM44_TORDC,6,321,PF01156,1.0
606761,C5DW38_ZYGRC,3,319,PF01156,1.0
606762,G0V8G1_NAUCC,6,320,PF01156,1.0
606763,G0W445_NAUDC,6,322,PF01156,1.0
606764,H2AVV4_KAZAF,6,329,PF01156,1.0
606765,E7Q2G1_YEASB,6,324,PF01156,1.0
606766,J7S663_KAZNA,6,324,PF01156,1.0
606767,Q6CU92_KLULA,7,322,PF01156,1.0
606768,C4Y4F1_CLAL4,12,336,PF01156,1.0
606769,A5DKD7_PICGU,6,320,PF01156,1.0
606770,G3BD63_CANTC,6,319,PF01156,1.0
606771,A3LVV3_PICST,7,323,PF01156,1.0
606772,G3AKV4_SPAPN,9,319,PF01156,1.0
606773,G8B7M8_CANPC,6,321,PF01156,1.0
606774,A5DWW8_LODEL,6,320,PF01156,1.0
606775,M3ILA8_CANMX,6,319,PF01156,1.0
606776,C5M750_CANTT,6,315,PF01156,1.0
606777,G8Y1K6_PICSO,38,354,PF01156,1.0
606778,Q6BUK8_DEBHA,7,329,PF01156,1.0
606779,B6JX30_SCHJY,9,313,PF01156,1.0
606780,YD62_SCHPO,14,318,PF01156,1.0
606781,S9W0D0_SCHCR,7,311,PF01156,1.0
606782,C1E905_MICCC,1,304,PF01156,1.0
606783,Q01GN4_OSTTA,4,365,PF01156,1.0
606784,A4RQW8_OSTLU,1,374,PF01156,1.0
606785,A0DT21_PARTE,6,304,PF01156,1.0
606786,A0CX02_PARTE,6,304,PF01156,1.0
606787,D3B2U1_POLPP,7,310,PF01156,1.0
606788,IUNH_DICDI,7,320,PF01156,1.0
606789,F0ZTN3_DICPU,7,321,PF01156,1.0
606790,I7LT61_TETTS,8,305,PF01156,1.0
606791,I7MML8_TETTS,7,304,PF01156,1.0
606792,Q23TD9_TETTS,8,305,PF01156,1.0
606793,A2FTT0_TRIVA,3,332,PF01156,1.0
606794,R6QF85_9FIRM,2,313,PF01156,1.0
606795,R6RKZ0_9CLOT,5,311,PF01156,1.0
606796,K1VZC8_TRIAC,5,302,PF01156,1.0
606797,U5W058_9ACTN,1,296,PF01156,1.0
606798,D6Y594_THEBD,3,300,PF01156,1.0
606799,E2Q656_STRC2,7,304,PF01156,1.0
606800,B5HH24_STRE2,3,300,PF01156,1.0
606801,A4F931_SACEN,3,300,PF01156,1.0
606802,W5WFX5_9PSEU,3,300,PF01156,1.0
606803,F8E3I2_CORRG,19,350,PF01156,1.0
606804,D9QCE7_CORP2,2,314,PF01156,1.0
606805,W5XXK8_9CORY,11,323,PF01156,1.0
606806,W5WTT6_9CORY,15,343,PF01156,1.0
606807,R7KT43_9BURK,4,303,PF01156,1.0
606808,R5PXM3_9BURK,4,302,PF01156,1.0
606809,X4QUQ7_9ACTO,3,300,PF01156,1.0
606810,A9WUP8_RENSM,33,331,PF01156,1.0
606811,E1VRN3_GLUAR,9,307,PF01156,1.0
606812,A1RAS2_PAEAT,6,304,PF01156,1.0
606813,Q4QDN1_LEIMA,3,301,PF01156,1.0
606814,Q38Z25_LACSS,3,301,PF01156,1.0
606815,Q9CK67_PASMU,2,300,PF01156,1.0
606816,M4R7Y5_BIBTR,3,300,PF01156,1.0
606817,X2HB90_9GAMM,6,304,PF01156,1.0
606818,Q7MZJ6_PHOLL,4,302,PF01156,1.0
606819,D3V4U7_XENBS,4,302,PF01156,1.0
606820,M1NZU8_9CORY,3,303,PF01156,1.0
606821,Q8NQR2_CORGL,3,302,PF01156,1.0
606822,U3GYZ9_9CORY,2,300,PF01156,1.0
606823,R7B2Z7_9ACTN,3,303,PF01156,1.0
606824,K4J1Z4_BIFAP,4,304,PF01156,1.0
606825,E6JZT8_PARDN,8,308,PF01156,1.0
606826,B0RBN1_CLAMS,3,301,PF01156,1.0
606827,Q98JC3_RHILO,2,310,PF01156,1.0
606828,A4F6L4_SACEN,3,293,PF01156,1.0
606829,D1ARH4_SEBTE,3,298,PF01156,1.0
606830,C7NBB2_LEPBD,4,300,PF01156,1.0
606831,R7AL79_9CLOT,4,300,PF01156,1.0
606832,R6JM19_9CLOT,4,301,PF01156,1.0
606833,D9R8S6_CLOSW,4,301,PF01156,1.0
606834,G4KWU9_OSCVS,4,300,PF01156,1.0
606835,D1ART2_SEBTE,4,300,PF01156,1.0
606836,Q03NI4_LACBA,4,300,PF01156,1.0
606837,RIHB_ECOLI,4,300,PF01156,1.0
606838,D1B947_THEAS,4,301,PF01156,1.0
606839,E3CV66_9BACT,6,303,PF01156,1.0
606840,F4GKD1_SPHCD,41,329,PF01156,1.0
606841,F0RYI8_SPHGB,2,295,PF01156,1.0
606842,G8QRV2_SPHPG,2,294,PF01156,1.0
606843,I0GLA6_CALEA,2,299,PF01156,1.0
606844,Q2G217_STAA8,3,301,PF01156,1.0
606845,M5AIY7_9ACTN,8,305,PF01156,1.0
606846,D7CU28_TRURR,4,308,PF01156,1.0
606847,RIHA_CITK8,3,301,PF01156,1.0
606848,RIHA_PHOPR,3,301,PF01156,1.0
606849,RIHA_SHEON,3,301,PF01156,1.0
606850,Q07VW3_SHEFN,3,301,PF01156,1.0
606851,F9ULG7_LACPL,2,300,PF01156,1.0
606852,F3Y8K5_MELPT,3,303,PF01156,1.0
606853,A5VJW6_LACRD,3,302,PF01156,1.0
606854,C6VW72_DYAFD,4,303,PF01156,1.0
606855,D2QUM3_SPILD,4,302,PF01156,1.0
606856,D3R099_MAGIU,8,318,PF01156,1.0
606857,R6PWW4_9FIRM,5,299,PF01156,1.0
606858,R5IIA8_9FIRM,8,302,PF01156,1.0
606859,F5WUU7_ERYRF,3,306,PF01156,1.0
606860,E1RCA1_SEDSS,7,302,PF01156,1.0
606861,F8I6Q5_SULAT,1,292,PF01156,1.0
606862,K0INK1_NITGG,5,310,PF01156,1.0
606863,E6N730_9ARCH,3,299,PF01156,1.0
606864,D7B689_NOCDD,3,301,PF01156,1.0
606865,D7BX56_STRBB,1,300,PF01156,1.0
606866,F8DAG7_HALXS,4,307,PF01156,1.0
606867,D2RPT4_HALTV,3,300,PF01156,1.0
606868,W0JJE2_9EURY,3,300,PF01156,1.0
606869,D3SSY9_NATMM,3,300,PF01156,1.0
606870,D8J4K8_HALJB,3,289,PF01156,1.0
606871,Q5UY98_HALMA,3,296,PF01156,1.0
606872,D1C129_SPHTD,7,298,PF01156,1.0
606873,R5QGJ3_9PROT,5,313,PF01156,1.0
606874,D2R500_PIRSD,3,300,PF01156,1.0
606875,Q7UYS2_RHOBA,3,300,PF01156,1.0
606876,D5SRV2_PLAL2,4,310,PF01156,1.0
606877,F0SLG9_RUBBR,7,310,PF01156,1.0
606878,R6D488_9CLOT,1,293,PF01156,1.0
606879,H1XYA5_9BACT,24,310,PF01156,1.0
606880,D2VFZ4_NAEGR,49,409,PF01156,1.0
606881,F8L8H1_SIMNZ,29,331,PF01156,1.0
606882,E9AEE2_LEIMA,4,322,PF01156,1.0
606883,Q4E627_TRYCC,3,317,PF01156,1.0
606884,Q57ZL6_TRYB2,3,318,PF01156,1.0
606885,D2QN84_SPILD,3,301,PF01156,1.0
606886,F5Z947_ALTNA,5,304,PF01156,1.0
606887,K9XVL8_STAC7,4,299,PF01156,1.0
606888,B1WXJ3_CYAA5,4,298,PF01156,1.0
606889,K9WAJ0_9CYAN,4,299,PF01156,1.0
606890,K9PJH0_9CYAN,4,299,PF01156,1.0
606891,K9UW80_9CYAN,4,299,PF01156,1.0
606892,K9R962_9CYAN,4,299,PF01156,1.0
606893,K9XHR0_9CHRO,4,298,PF01156,1.0
606894,K9U7C1_9CYAN,4,299,PF01156,1.0
606895,K9VGL3_9CYAN,4,299,PF01156,1.0
606896,A8FAS4_BACP2,3,302,PF01156,1.0
606897,Q65MN9_BACLD,3,302,PF01156,1.0
606898,F2I4Q9_AERUA,2,302,PF01156,1.0
606899,Q81QM4_BACAN,2,301,PF01156,1.0
606900,C6D5Z2_PAESJ,3,306,PF01156,1.0
606901,E3EBT0_PAEPS,4,304,PF01156,1.0
606902,Q5HLW7_STAEQ,2,302,PF01156,1.0
606903,Q2FVX0_STAA8,3,303,PF01156,1.0
606904,G2SMV5_LACRR,3,303,PF01156,1.0
606905,F8HZU7_WEIKK,3,306,PF01156,1.0
606906,Q03TA7_LACBA,2,302,PF01156,1.0
606907,Q04DF0_OENOB,2,302,PF01156,1.0
606908,G9WHM7_9LACT,3,303,PF01156,1.0
606909,Q03EB1_PEDPA,2,303,PF01156,1.0
606910,Q1GAM5_LACDA,2,300,PF01156,1.0
606911,D6S4H5_9LACO,2,300,PF01156,1.0
606912,Q5FKQ0_LACAC,2,299,PF01156,1.0
606913,Q74JN9_LACJO,2,299,PF01156,1.0
606914,J9W2K8_LACBU,2,299,PF01156,1.0
606915,D3HKK8_LEGLN,24,325,PF01156,1.0
606916,Q15ZR1_PSEA6,27,355,PF01156,1.0
606917,A1SW12_PSYIN,8,327,PF01156,1.0
606918,Q094H0_STIAD,3,323,PF01156,1.0
606919,T1FMI2_HELRO,30,336,PF01156,1.0
606920,F5WUU5_ERYRF,2,325,PF01156,1.0
606921,R6XWX4_9CLOT,3,302,PF01156,1.0
606922,R6PIS0_9FIRM,3,302,PF01156,1.0
606923,F3ZYA4_MAHA5,2,279,PF01156,1.0
606924,R7DTG8_9FIRM,5,296,PF01156,1.0
606925,R6S5M0_9FIRM,4,296,PF01156,1.0
606926,R6XW16_9FIRM,2,294,PF01156,1.0
606927,R7FM82_9CLOT,4,296,PF01156,1.0
606928,R5F8N5_9CLOT,4,288,PF01156,1.0
606929,S0EY01_CHTCT,2,292,PF01156,1.0
606930,W0J782_9BACT,3,298,PF01156,1.0
606931,R6P2S8_9CLOT,2,305,PF01156,1.0
606932,I0HZD0_CALAS,1,282,PF01156,1.0
606933,X4ZKW4_9BACL,2,291,PF01156,1.0
606934,D1CHI9_THET1,4,291,PF01156,1.0
606935,Q0PBG9_CAMJE,1,315,PF01156,1.0
606936,E6W7J8_PANSA,2,316,PF01156,1.0
606937,D8MMN8_ERWBE,2,317,PF01156,1.0
606938,X2HIE3_9NEIS,2,319,PF01156,1.0
606939,W0LA34_9GAMM,1,317,PF01156,1.0
606940,A8AJV8_CITK8,13,328,PF01156,1.0
606941,C5BW82_BEUC1,1,307,PF01156,1.0
606942,R8BYC3_TOGMI,4,312,PF01156,1.0
606943,C7YP05_NECH7,4,309,PF01156,1.0
606944,F9URT3_LACPL,5,302,PF01156,1.0
606945,G4L9I4_TETHN,5,304,PF01156,1.0
606946,Q03Y54_LEUMM,2,299,PF01156,1.0
606947,S5R111_9STRE,4,302,PF01156,1.0
606948,Q8E135_STRA5,4,302,PF01156,1.0
606949,Q831C4_ENTFA,2,300,PF01156,1.0
606950,F3YAQ0_MELPT,2,300,PF01156,1.0
606951,Q38XE7_LACSS,4,302,PF01156,1.0
606952,I6SYT8_ENTHA,2,300,PF01156,1.0
606953,Q8XIW0_CLOPE,4,301,PF01156,1.0
606954,B2TPQ0_CLOBB,4,301,PF01156,1.0
606955,E3GNK3_EUBLK,4,301,PF01156,1.0
606956,Q186N9_PEPD6,4,301,PF01156,1.0
606957,R6PSQ7_9CLOT,5,302,PF01156,1.0
606958,R7FRZ2_9FIRM,4,303,PF01156,1.0
606959,R7CD47_9FIRM,4,303,PF01156,1.0
